Date,tmin,tmean,tmax,ppt
1/19/2012,2.5,9.4,16.4,0
1/20/2012,2.6,10.3,18,1.32
1/21/2012,16.7,18.9,21.2,1.74
1/22/2012,18.3,20.5,22.7,3.92
1/23/2012,17.9,19.6,21.4,0
1/24/2012,15.5,19.1,22.7,4.83
1/25/2012,14.5,18.4,22.4,0
1/26/2012,16.6,19.5,22.4,11.26
1/27/2012,11.6,16.8,21.9,25.41
1/28/2012,3.8,10.9,18.1,0
1/29/2012,3.6,11.6,19.6,0
1/30/2012,0.7,8.9,17.1,0
1/31/2012,1.6,9.8,18,0
2/1/2012,9.9,15,20.1,0
2/2/2012,12.8,16.1,19.5,34.19
2/3/2012,14.5,18.1,21.7,0
2/4/2012,15.9,18.2,20.6,0
2/5/2012,17.3,19.3,21.3,0
2/6/2012,11.1,16.6,22.1,0
2/7/2012,10.5,15.3,20.1,0
2/8/2012,8.9,15,21.1,0
2/9/2012,4.8,12.4,20.1,0
2/10/2012,5.8,11,16.1,0
2/11/2012,6.8,11.3,15.7,0.53
2/12/2012,-2.8,4.5,11.9,0
2/13/2012,-3,3.1,9.2,0
2/14/2012,0.1,8.2,16.3,8.4
2/15/2012,7.5,12.8,18.2,3.74
2/16/2012,8.5,13.7,18.9,31.41
2/17/2012,14.6,18.2,21.8,5.48
2/18/2012,13.7,16.7,19.6,0.35
2/19/2012,14.6,17.1,19.6,57.05
2/20/2012,4.3,11.4,18.5,0.07
2/21/2012,4.3,11,17.6,0.25
2/22/2012,9.5,13.9,18.4,0
2/23/2012,10.9,15.4,19.9,0
2/24/2012,18.3,20.6,22.9,1.68
2/25/2012,9,16.2,23.4,3.3
2/26/2012,8.4,12.7,16.9,0.07
2/27/2012,10,12.2,14.4,0.19
2/28/2012,12,14.4,16.9,0
2/29/2012,15.9,18,20.2,0
3/1/2012,17.7,19.8,22,0
3/2/2012,18.6,21.3,24,0
3/3/2012,19.6,21.2,22.8,28.52
3/4/2012,6.8,13.5,20.3,110.27
3/5/2012,6.5,12.2,17.8,0
3/6/2012,8.3,15.6,22.9,0
3/7/2012,9.2,14.6,20.1,0
3/8/2012,15,18.4,21.9,0
3/9/2012,16.2,19.1,22.1,0
3/10/2012,8.9,14.9,20.9,4.01
3/11/2012,10.1,16.1,22.1,0
3/12/2012,15.1,17.7,20.3,0.46
3/13/2012,18.2,19.7,21.1,1.17
3/14/2012,16.7,20,23.3,0
3/15/2012,15.1,19.9,24.7,0
3/16/2012,14.9,21.2,27.5,0
3/17/2012,13.8,20,26.2,0
3/18/2012,13.9,19.4,24.8,0
3/19/2012,14.8,20.2,25.5,0
3/20/2012,16.9,21.3,25.6,0
3/21/2012,19.1,22.2,25.2,0
3/22/2012,20.3,22.5,24.8,0
3/23/2012,21.6,23.4,25.3,0
3/24/2012,16.1,20,23.9,15.34
3/25/2012,12.3,19.7,27.2,0
3/26/2012,12.4,19.9,27.4,0
3/27/2012,13.3,19.9,26.5,0
3/28/2012,14.4,20.9,27.4,0
3/29/2012,15.4,20.5,25.5,0
3/30/2012,16.6,20.9,25.1,0
3/31/2012,18.2,22,25.8,26.39
4/1/2012,18.3,21.4,24.5,7.26
4/2/2012,21.2,24.1,27,0
4/3/2012,18.3,22.7,27.2,8.33
4/4/2012,17.9,21,24,8.36
4/5/2012,14.6,19,23.4,0.49
4/6/2012,13.8,19.3,24.8,2.95
4/7/2012,13.8,19,24.2,0
4/8/2012,10.1,16,21.9,0
4/9/2012,13.4,18.9,24.3,0
4/10/2012,12.9,19.2,25.5,0
4/11/2012,14.7,20.1,25.6,0
4/12/2012,11.8,18.5,25.2,0
4/13/2012,10.3,16.6,22.8,0
4/14/2012,12.9,18.8,24.8,0
4/15/2012,18.1,21.9,25.6,0
4/16/2012,21.4,23.8,26.2,0
4/17/2012,17.3,21.8,26.3,0
4/18/2012,17.9,22.2,26.4,25.5
4/19/2012,16.6,21.4,26.1,25.22
4/20/2012,16.6,20.7,24.7,0
4/21/2012,14.1,20.1,26.1,0
4/22/2012,13,17.2,21.3,27.94
4/23/2012,11.1,17.7,24.3,0
4/24/2012,7,13.5,20.1,0
4/25/2012,11.3,16.4,21.4,0
4/26/2012,17.5,20.9,24.2,0
4/27/2012,19.4,22.8,26.3,0
4/28/2012,15.1,20.4,25.7,0
4/29/2012,13.5,19.7,25.8,0
4/30/2012,16.9,22.4,28,0
5/1/2012,18.3,24.3,30.4,0
5/2/2012,20.4,24.2,27.9,0
5/3/2012,21.7,24.4,27.2,8.94
5/4/2012,20.7,23.4,26.1,17.97
5/5/2012,20.2,23.1,26.1,0
5/6/2012,20.2,24.1,28.1,0.69
5/7/2012,18,23.2,28.5,0
5/8/2012,20.1,23.9,27.8,0
5/9/2012,19.8,23.9,28.1,0.19
5/10/2012,14.4,20.9,27.3,2.4
5/11/2012,14.8,20.9,27,0
5/12/2012,20.4,23.8,27.2,0
5/13/2012,21,23.9,26.7,24.53
5/14/2012,19.9,23.4,27,2.97
5/15/2012,19.2,23.5,27.8,0
5/16/2012,19.4,23.5,27.6,0.27
5/17/2012,16.8,23,29.2,15.53
5/18/2012,17.9,23.3,28.7,0
5/19/2012,19.3,24.9,30.4,0
5/20/2012,17.2,23.7,30.2,0
5/21/2012,17.3,23.3,29.3,0
5/22/2012,18.2,24.6,31,1.82
5/23/2012,17.9,23.2,28.5,0
5/24/2012,21.9,25.7,29.6,0.05
5/25/2012,19.5,24.6,29.7,0
5/26/2012,21.8,27.2,32.6,0
5/27/2012,23.7,28.4,33,0
5/28/2012,22,28.5,35,0
5/29/2012,22.2,28.4,34.6,0
5/30/2012,23.6,28.6,33.5,0.69
5/31/2012,22.1,27,32,2.54
6/1/2012,21.1,26.5,32,5.28
