Date,tmin,tmean,tmax,ppt
4/20/2013,7,15.5,23.9,17.35
4/21/2013,7.7,13.8,19.8,0
4/22/2013,11.9,17.2,22.6,0
4/23/2013,15.9,19.1,22.4,0
4/24/2013,14.4,18.7,23,0
4/25/2013,15.8,19.8,23.8,0.27
4/26/2013,12.9,19.1,25.4,0
4/27/2013,14,20.2,26.3,0
4/28/2013,19.2,21.9,24.7,0
4/29/2013,19.5,22.4,25.3,0.05
4/30/2013,17.5,21.7,26,0.3
5/1/2013,19.6,22.8,26,0.78
5/2/2013,19,20.6,22.2,0.93
5/3/2013,18.1,21.6,25.1,5.75
5/4/2013,8.9,15.1,21.3,26.92
5/5/2013,7.3,13.6,20,1.14
5/6/2013,8.4,15.5,22.6,1.94
5/7/2013,12.8,17.1,21.4,0
5/8/2013,12.8,18,23.2,0
5/9/2013,14.1,19.5,24.9,0
5/10/2013,17.9,21.8,25.7,0
5/11/2013,16.5,20.9,25.3,0
5/12/2013,17.7,20.6,23.4,4.71
5/13/2013,11.2,19.1,27.1,0
5/14/2013,10.9,18.4,25.9,0
5/15/2013,12.9,19,25,0
5/16/2013,18.8,23.1,27.4,0
5/17/2013,20.1,23.1,26,0
5/18/2013,22,24.3,26.7,0
5/19/2013,21.3,24.3,27.2,0
5/20/2013,22.1,24.8,27.5,0
5/21/2013,21.4,24.9,28.4,0
5/22/2013,19.1,24.1,29.1,0
5/23/2013,19.9,24.3,28.6,0
5/24/2013,20.9,25.8,30.7,0
5/25/2013,15.3,24,32.7,0
5/26/2013,16.5,22.8,29.1,0
5/27/2013,17.7,23.3,28.9,0
5/28/2013,18.7,23.7,28.6,0
5/29/2013,20.2,24.4,28.5,0
5/30/2013,24.1,26.7,29.3,0
5/31/2013,24.4,27.1,29.8,0
6/1/2013,24.2,26.6,29.1,0
