Date,Direction of Travel,Species
1/19/2011,IN,AMBBIS
1/19/2011,OUT,PSEORN
1/19/2011,IN,PSEORN
1/19/2011,IN,PSEORN
1/19/2011,OUT,EURQUA
1/19/2011,OUT,PSEORN
1/19/2011,IN,PSEORN
1/19/2011,OUT,PSEORN
1/19/2011,IN,PSEORN
1/19/2011,IN,PSEORN
1/19/2011,,
1/19/2011,OUT,ACRGRY
1/19/2011,OUT,ACRGRY
1/19/2011,,
1/19/2011,,
1/20/2011,,
1/20/2011,,
1/20/2011,,
1/20/2011,,
1/20/2011,,
1/20/2011,,
1/21/2011,OUT,EURQUA
1/21/2011,IN,ACRGRY
1/21/2011,IN,PSEORN
1/24/2011,,
1/24/2011,,
1/24/2011,,
1/24/2011,,
1/24/2011,,
1/24/2011,,
1/25/2011,,
1/25/2011,,
1/25/2011,,
1/25/2011,,
1/25/2011,OUT,PSEORN
1/25/2011,,
1/25/2011,IN,AMBBIS
1/25/2011,IN,AMBBIS
1/25/2011,IN,AMBBIS
1/25/2011,IN,PERGOS
1/25/2011,IN,PSEORN
1/25/2011,OUT,AMBBIS
1/25/2011,OUT,NOTVIR
1/25/2011,IN,PSENIG
1/25/2011,OUT,PSEORN
1/25/2011,IN,PSEORN
1/25/2011,OUT,PSEORN
1/26/2011,OUT,BUFTER
1/26/2011,IN,NOTVIR
1/26/2011,OUT,EURQUA
1/26/2011,IN,PSEORN
1/26/2011,IN,PSEORN
1/26/2011,IN,ACRGRY
1/30/2011,,
1/30/2011,,
1/30/2011,IN,PSEORN
1/30/2011,IN,EURQUA
1/30/2011,OUT,ACRGRY
1/30/2011,OUT,PSEORN
1/30/2011,OUT,EURQUA
1/30/2011,IN,EURQUA
1/30/2011,OUT,EURQUA
1/30/2011,IN,PSEORN
1/30/2011,OUT,PSEORN
1/30/2011,OUT,PSEORN
1/31/2011,OUT,ACRGRY
1/31/2011,OUT,EURQUA
1/31/2011,OUT,EURQUA
1/31/2011,IN,NOTVIR
1/31/2011,OUT,PSEORN
1/31/2011,OUT,PSEORN
1/31/2011,OUT,PSEORN
1/31/2011,OUT,PSEORN
1/31/2011,IN,EURQUA
1/31/2011,IN,EURQUA
1/31/2011,OUT,EURQUA
1/31/2011,OUT,RANUTR
1/31/2011,IN,NOTVIR
1/31/2011,OUT,PSEORN
1/31/2011,IN,PSEORN
1/31/2011,IN,PSEORN
1/31/2011,IN,AMBBIS
1/31/2011,OUT,AMBBIS
1/31/2011,OUT,PSEORN
1/31/2011,OUT,PSEORN
1/31/2011,,
1/31/2011,,
2/1/2011,OUT,AMBBIS
2/1/2011,OUT,PSEORN
2/1/2011,OUT,EURQUA
2/1/2011,IN,EURQUA
2/1/2011,IN,NOTVIR
2/1/2011,IN,EURQUA
2/1/2011,IN,PSEORN
2/1/2011,IN,NOTVIR
2/1/2011,OUT,PSEORN
2/1/2011,OUT,PSEORN
2/1/2011,IN,NOTVIR
2/1/2011,IN,PSEORN
2/1/2011,IN,PSEORN
2/1/2011,IN,NOTVIR
2/1/2011,OUT,RANUTR
2/1/2011,OUT,RANUTR
2/1/2011,OUT,ACRGRY
2/1/2011,IN,ACRGRY
2/1/2011,IN,ACRGRY
2/1/2011,IN,AMBBIS
2/1/2011,IN,EURQUA
2/1/2011,IN,PSEORN
2/1/2011,IN,PSEORN
2/1/2011,OUT,PSEORN
2/1/2011,IN,RANUTR
2/1/2011,OUT,RANUTR
2/2/2011,OUT,ACRGRY
2/2/2011,OUT,BUFTER
2/2/2011,IN,PSEORN
2/2/2011,IN,RANUTR
2/2/2011,IN,RANUTR
2/2/2011,IN,RANUTR
2/2/2011,IN,SCAHOL
2/2/2011,IN,SCAHOL
2/2/2011,IN,ACRGRY
2/2/2011,IN,CRAYFISH
2/2/2011,IN,NOTVIR
2/2/2011,OUT,PLEGRO
2/2/2011,IN,PSEORN
2/2/2011,IN,PSEORN
2/2/2011,IN,RANUTR
2/2/2011,IN,RANUTR
2/2/2011,IN,ACRGRY
2/2/2011,OUT,ACRGRY
2/2/2011,IN,EURQUA
2/2/2011,OUT,EURQUA
2/2/2011,OUT,NOTVIR
2/2/2011,IN,ACRGRY
2/2/2011,OUT,EURQUA
2/2/2011,IN,NOTVIR
2/2/2011,OUT,NOTVIR
2/2/2011,IN,PSEORN
2/2/2011,,
2/2/2011,IN,EURQUA
2/3/2011,,
2/3/2011,,
2/3/2011,,
2/3/2011,,
2/4/2011,,
2/4/2011,,
2/4/2011,,
2/4/2011,,
2/4/2011,IN,ACRGRY
2/4/2011,,
2/4/2011,,
2/4/2011,IN,PSENIG
2/4/2011,IN,PSEORN
2/4/2011,IN,PSEORN
2/4/2011,IN,PSEORN
2/5/2011,IN,CRAYFISH
2/5/2011,IN,PSEORN
2/7/2011,,
2/7/2011,,
2/7/2011,IN,RANUTR
2/7/2011,,
2/8/2011,IN,PSEORN
2/8/2011,,
2/8/2011,,
2/8/2011,,
2/8/2011,,
2/8/2011,,
2/9/2011,,
2/9/2011,,
2/9/2011,IN,EURQUA
2/9/2011,OUT,PSEORN
2/9/2011,,
2/10/2011,IN,PSEORN
2/10/2011,IN,PSEORN
2/10/2011,IN,PSEORN
2/10/2011,IN,PSEORN
2/10/2011,OUT,PSEORN
2/10/2011,,
2/10/2011,,
2/10/2011,IN,PSEORN
2/10/2011,IN,PSEORN
2/10/2011,IN,PSEORN
2/10/2011,,
2/10/2011,IN,PSEORN
2/11/2011,IN,PSEORN
2/11/2011,IN,PSEORN
2/11/2011,IN,PSEORN
2/11/2011,,
2/25/2011,,
2/25/2011,,
2/26/2011,,
2/26/2011,,
2/27/2011,OUT,EURQUA
2/27/2011,OUT,EURQUA
2/27/2011,OUT,THASIR
2/27/2011,,
10/31/2011,,
10/31/2011,,
10/31/2011,,
10/31/2011,,
10/31/2011,,
10/31/2011,,
11/1/2011,,
11/1/2011,,
11/1/2011,,
11/1/2011,OUT,AGKPIS
11/1/2011,,
11/1/2011,,
11/2/2011,,
11/2/2011,,
11/2/2011,,
11/2/2011,,
11/2/2011,,
11/2/2011,,
11/3/2011,,
11/3/2011,,
11/3/2011,OUT,SCEUND
11/3/2011,IN,ACRGRY
11/3/2011,IN,AMBBIS
11/3/2011,IN,SIGHIS
11/3/2011,IN,AMBBIS
11/3/2011,OUT,AMBBIS
11/3/2011,OUT,AMBBIS
11/3/2011,OUT,THASIR
11/3/2011,IN,ACRGRY
11/3/2011,OUT,AMBBIS
11/3/2011,OUT,HYLFEM
11/3/2011,IN,AMBBIS
11/3/2011,IN,AMBBIS
11/3/2011,,
11/3/2011,,
11/4/2011,IN,AMBBIS
11/4/2011,,
11/4/2011,,
11/4/2011,,
11/4/2011,,
11/4/2011,,
11/4/2011,,
11/4/2011,OUT,AMBBIS
11/4/2011,OUT,THASIR
11/4/2011,,
11/4/2011,,
11/5/2011,,
11/5/2011,,
11/5/2011,,
11/5/2011,,
11/5/2011,,
11/5/2011,,
11/6/2011,,
11/6/2011,,
11/6/2011,,
11/6/2011,,
11/6/2011,,
11/6/2011,IN,SCEUND
11/7/2011,,
11/7/2011,,
11/7/2011,,
11/7/2011,OUT,DIAPUN
11/7/2011,,
11/7/2011,IN,SISMIL
11/8/2011,,
11/8/2011,,
11/8/2011,,
11/8/2011,,
11/8/2011,,
11/8/2011,,
11/9/2011,,
11/9/2011,,
11/9/2011,,
11/9/2011,,
11/9/2011,OUT,SISMIL
11/9/2011,,
11/9/2011,IN,SIGHIS
11/9/2011,IN,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,OUT,AMBBIS
11/9/2011,OUT,DIAPUN
11/9/2011,OUT,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,OUT,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,OUT,AMBBIS
11/9/2011,OUT,SISMIL
11/9/2011,IN,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,OUT,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,IN,AMBBIS
11/9/2011,IN,GASCAR
11/9/2011,OUT,GASCAR
11/10/2011,IN,ACRGRY
11/10/2011,IN,AMBBIS
11/10/2011,IN,AMBBIS
11/10/2011,OUT,AMBBIS
11/10/2011,OUT,AMBBIS
11/10/2011,IN,AMBBIS
11/10/2011,IN,AMBBIS
11/10/2011,,
11/10/2011,IN,GASCAR
11/10/2011,IN,AMBBIS
11/10/2011,IN,AMBBIS
11/10/2011,IN,AMBBIS
11/10/2011,IN,AMBBIS
11/10/2011,,
11/10/2011,IN,AMBBIS
11/10/2011,IN,AMBBIS
11/10/2011,IN,AMBBIS
11/10/2011,IN,AMBBIS
11/10/2011,IN,AMBBIS
11/10/2011,IN,AMBBIS
11/10/2011,OUT,GASCAR
11/10/2011,,
11/10/2011,,
11/10/2011,,
11/10/2011,,
11/10/2011,,
11/11/2011,,
11/11/2011,,
11/11/2011,OUT,HYLFEM
11/11/2011,,
11/11/2011,,
11/11/2011,,
11/12/2011,,
11/12/2011,,
11/12/2011,,
11/12/2011,,
11/12/2011,,
11/12/2011,IN,THASIR
11/13/2011,,
11/13/2011,,
11/13/2011,,
11/13/2011,,
11/13/2011,IN,OPHVEN
11/13/2011,OUT,THASIR
11/14/2011,IN,AMBBIS
11/14/2011,OUT,ACRGRY
11/14/2011,,
11/14/2011,,
11/14/2011,,
11/14/2011,,
11/14/2011,,
11/15/2011,OUT,AMBBIS
11/15/2011,OUT,AMBBIS
11/15/2011,,
11/15/2011,OUT,AMBBIS
11/15/2011,IN,COLCON
11/15/2011,IN,STOOCC
11/15/2011,,
11/15/2011,,
11/15/2011,,
11/15/2011,,
11/15/2011,,
11/15/2011,,
11/15/2011,IN,AMBBIS
11/15/2011,IN,PSEORN
11/15/2011,IN,AMBBIS
11/16/2011,OUT,AMBBIS
11/16/2011,,
11/16/2011,IN,AMBBIS
11/16/2011,IN,PSEORN
11/16/2011,,
11/16/2011,,
11/16/2011,IN,AMBBIS
11/16/2011,,
11/16/2011,,
11/16/2011,,
11/16/2011,IN,AMBBIS
11/16/2011,IN,PSEORN
11/16/2011,,
11/16/2011,OUT,AMBBIS
11/16/2011,IN,AMBBIS
11/16/2011,OUT,AMBBIS
11/16/2011,IN,AMBBIS
11/16/2011,IN,PSEORN
11/16/2011,OUT,REGRIG
11/16/2011,OUT,AMBBIS
11/16/2011,IN,AMBBIS
11/16/2011,IN,AMBBIS
11/16/2011,,AMBBIS
11/16/2011,,
11/16/2011,,
11/16/2011,,
11/16/2011,IN,ELAGUT
11/16/2011,OUT,AMBBIS
11/16/2011,OUT,AMBBIS
11/17/2011,IN,AMBBIS
11/17/2011,,
11/17/2011,OUT,PSEORN
11/17/2011,,
11/17/2011,,
11/17/2011,,
11/18/2011,IN,PEROMYSCUS SP
11/18/2011,,
11/18/2011,,
11/18/2011,,
11/18/2011,,
11/18/2011,,
11/19/2011,,
11/19/2011,,
11/19/2011,,
11/19/2011,,
11/19/2011,OUT,LAMELA
11/19/2011,OUT,ELAGUT
11/19/2011,,
11/19/2011,OUT,STOOCC
11/19/2011,OUT,PSEORN
11/19/2011,OUT,VIRVAL
11/20/2011,,
11/20/2011,,
11/20/2011,,
11/20/2011,IN,SISMIL
11/20/2011,IN,OPHVEN
11/20/2011,IN,OPHVEN
11/20/2011,IN,BUFTER
11/20/2011,OUT,THASIR
11/21/2011,IN,AMBBIS
11/21/2011,IN,AMBBIS
11/21/2011,,
11/21/2011,,
11/21/2011,,
11/21/2011,,
11/21/2011,OUT,SCILAT
11/22/2011,,
11/22/2011,,
11/22/2011,IN,SISMIL
11/22/2011,OUT,SCEUND
11/22/2011,,
11/22/2011,OUT,GASCAR
11/22/2011,OUT,GASCAR
11/22/2011,OUT,AMBBIS
11/22/2011,OUT,GASCAR
11/22/2011,IN,AMBBIS
11/23/2011,IN,AMBBIS
11/23/2011,IN,AMBBIS
11/23/2011,OUT,AMBBIS
11/23/2011,IN,SIGHIS
11/23/2011,IN,GASCAR
11/23/2011,IN,ACRGRY
11/23/2011,IN,AMBBIS
11/23/2011,IN,AMBBIS
11/23/2011,OUT,AMBBIS
11/23/2011,OUT,AMBBIS
11/23/2011,OUT,ACRGRY
11/23/2011,OUT,PSEORN
11/23/2011,IN,PSEORN
11/23/2011,IN,AMBBIS
11/23/2011,OUT,AMBBIS
11/23/2011,IN,GASCAR
11/23/2011,OUT,GASCAR
11/23/2011,IN,AMBBIS
11/23/2011,,
11/23/2011,IN,NOTVIR
11/23/2011,IN,SCAHOL
11/23/2011,IN,PSEORN
11/23/2011,,
11/23/2011,OUT,BUFTER
11/23/2011,OUT,GASCAR
11/23/2011,OUT,AMBBIS
11/23/2011,OUT,GASCAR
11/23/2011,IN,COLCON
11/23/2011,,
11/23/2011,,
11/24/2011,,
11/24/2011,,
11/24/2011,,
11/24/2011,,
11/24/2011,,
11/24/2011,,
11/25/2011,,
11/25/2011,,
11/25/2011,,
11/25/2011,,
11/25/2011,,
11/25/2011,,
11/26/2011,,
11/26/2011,,
11/26/2011,,
11/26/2011,IN,ASPSEX
11/26/2011,,
11/26/2011,,
11/27/2011,,
11/27/2011,IN,LAMELA
11/27/2011,OUT,SCAHOL
11/27/2011,IN,AMBBIS
11/27/2011,,
11/27/2011,IN,NOTVIR
11/27/2011,IN,GASCAR
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,OUT,PSEORN
11/27/2011,IN,BUFTER
11/27/2011,IN,NOTVIR
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,OUT,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,OUT,AMBBIS
11/27/2011,OUT,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,OUT,ACRGRY
11/27/2011,OUT,ELAGUT
11/27/2011,OUT,GASCAR
11/27/2011,OUT,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,OUT,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,OUT,AMBBIS
11/27/2011,OUT,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,IN,RANUTR
11/27/2011,OUT,AMBBIS
11/27/2011,IN,NOTVIR
11/27/2011,IN,AMBBIS
11/27/2011,IN,AMBBIS
11/27/2011,OUT,AMBBIS
11/27/2011,OUT,AMBBIS
11/27/2011,,
11/27/2011,,
11/28/2011,IN,AMBBIS
11/28/2011,IN,NOTVIR
11/28/2011,OUT,AMBBIS
11/28/2011,IN,AMBBIS
11/28/2011,IN,AMBBIS
11/28/2011,IN,GASCAR
11/28/2011,OUT,PSEORN
11/28/2011,IN,EURQUA
11/28/2011,,
11/28/2011,IN,AMBBIS
11/28/2011,IN,AMBBIS
11/28/2011,,
11/28/2011,,
11/28/2011,IN,ACRGRY
11/29/2011,,
11/29/2011,,
11/29/2011,,
11/29/2011,,
11/29/2011,,
11/29/2011,,
11/30/2011,,
11/30/2011,,
11/30/2011,,
11/30/2011,,
11/30/2011,,
11/30/2011,,
12/1/2011,,
12/1/2011,,
12/1/2011,,
12/1/2011,,
12/1/2011,,
12/1/2011,,
12/2/2011,,
12/2/2011,,
12/2/2011,,
12/2/2011,,
12/2/2011,,
12/2/2011,,
12/3/2011,,
12/3/2011,,
12/3/2011,,
12/3/2011,IN,ELAGUT
12/3/2011,,
12/3/2011,,
12/4/2011,,
12/4/2011,,
12/4/2011,,
12/4/2011,OUT,ANOCAR
12/4/2011,,
12/4/2011,,
12/5/2011,,
12/5/2011,,
12/5/2011,,
12/5/2011,OUT,ANOCAR
12/5/2011,IN,AGKPIS
12/5/2011,IN,NOTVIR
12/5/2011,IN,RANUTR
12/5/2011,OUT,EURQUA
12/5/2011,OUT,RANUTR
12/5/2011,IN,HYLFEM
12/5/2011,OUT,ELAGUT
12/5/2011,IN,RANUTR
12/5/2011,OUT,AMBBIS
12/5/2011,,
12/5/2011,IN,RANUTR
12/5/2011,IN,BUFTER
12/5/2011,IN,EURQUA
12/5/2011,IN,AMBBIS
12/5/2011,IN,AMBBIS
12/5/2011,IN,AMBBIS
12/5/2011,IN,NOTVIR
12/6/2011,IN,AMBBIS
12/6/2011,IN,NOTVIR
12/6/2011,IN,NOTVIR
12/6/2011,,
12/6/2011,IN,AMBBIS
12/6/2011,IN,AMBBIS
12/6/2011,OUT,NOTVIR
12/6/2011,OUT,AMBBIS
12/6/2011,OUT,RANUTR
12/6/2011,IN,AMBBIS
12/6/2011,OUT,GASCAR
12/6/2011,IN,PSEORN
12/6/2011,IN,RANUTR
12/6/2011,IN,NOTVIR
12/6/2011,OUT,EURQUA
12/6/2011,IN,NOTVIR
12/6/2011,IN,AMBBIS
12/6/2011,IN,AGKPIS
12/6/2011,OUT,EURQUA
12/7/2011,,
12/7/2011,IN,EURQUA
12/7/2011,OUT,AMBBIS
12/7/2011,IN,AMBBIS
12/7/2011,,
12/7/2011,OUT,NOTVIR
12/7/2011,IN,ACRGRY
12/7/2011,OUT,PEROMYSCUS SP
12/7/2011,IN,NOTVIR
12/7/2011,,
12/7/2011,,
12/7/2011,,
12/7/2011,IN,EURQUA
12/8/2011,,
12/8/2011,,
12/8/2011,,
12/8/2011,,
12/8/2011,,
12/8/2011,,
12/9/2011,,
12/9/2011,,
12/9/2011,,
12/9/2011,,
12/9/2011,,
12/9/2011,,
12/10/2011,,
12/10/2011,,
12/10/2011,,
12/10/2011,,
12/10/2011,,
12/10/2011,OUT,ANOCAR
12/11/2011,,
12/11/2011,,
12/11/2011,,
12/11/2011,,
12/11/2011,,
12/11/2011,,
12/11/2011,IN,EURQUA
12/11/2011,,
12/11/2011,,
12/12/2011,,
12/12/2011,,
12/12/2011,,
12/12/2011,IN,NOTVIR
12/12/2011,,
12/12/2011,,
12/12/2011,,
12/12/2011,,
12/12/2011,,
12/13/2011,,
12/13/2011,,
12/13/2011,IN,NOTVIR
12/13/2011,,
12/13/2011,,
12/13/2011,,
12/14/2011,IN,NOTVIR
12/14/2011,,
12/14/2011,,
12/14/2011,,
12/14/2011,,
12/14/2011,,
12/15/2011,,
12/15/2011,IN,AMBBIS
12/15/2011,,
12/15/2011,IN,OPHVEN
12/15/2011,IN,ACRGRY
12/15/2011,,
12/15/2011,,
12/16/2011,,
12/16/2011,,
12/16/2011,,
12/16/2011,,
12/16/2011,IN,SCILAT
12/16/2011,,
12/17/2011,,
12/17/2011,,
12/17/2011,,
12/17/2011,IN,NOTVIR
12/17/2011,,
12/17/2011,IN,SCILAT
12/18/2011,,
12/18/2011,,
12/18/2011,,
12/18/2011,,
12/18/2011,,
12/18/2011,,
12/19/2011,,
12/19/2011,,
12/19/2011,,
12/19/2011,,
12/20/2011,,
12/20/2011,,
12/20/2011,,
12/20/2011,OUT,BUFTER
12/20/2011,OUT,AMBBIS
12/20/2011,IN,ANOCAR
12/20/2011,IN,AMBBIS
12/21/2011,,
12/21/2011,IN,AMBBIS
12/21/2011,IN,AMBBIS
12/21/2011,OUT,NOTVIR
12/21/2011,IN,AMBBIS
12/21/2011,IN,NOTVIR
12/21/2011,IN,NOTVIR
12/21/2011,IN,AMBBIS
12/21/2011,OUT,AMBBIS
12/21/2011,IN,AMBBIS
12/21/2011,IN,AMBBIS
12/21/2011,IN,AMBBIS
12/21/2011,IN,AMBBIS
12/21/2011,,
12/21/2011,IN,AGKPIS
12/21/2011,OUT,BUFTER
12/21/2011,IN,AMBBIS
12/21/2011,IN,AMBBIS
12/21/2011,OUT,NOTVIR
12/21/2011,IN,NOTVIR
12/21/2011,OUT,NOTVIR
12/21/2011,OUT,AMBBIS
12/22/2011,OUT,NOTVIR
12/22/2011,OUT,NOTVIR
12/22/2011,IN,NOTVIR
12/22/2011,IN,AMBBIS
12/22/2011,IN,NOTVIR
12/22/2011,IN,EURQUA
12/22/2011,IN,AMBBIS
12/22/2011,IN,ANOCAR
12/22/2011,IN,NOTVIR
12/22/2011,IN,AMBBIS
12/22/2011,IN,NOTVIR
12/22/2011,OUT,ACRGRY
12/22/2011,OUT,PSEORN
12/22/2011,,
12/22/2011,IN,AMBBIS
12/22/2011,OUT,ACRGRY
12/22/2011,IN,NOTVIR
12/22/2011,IN,AMBBIS
12/23/2011,IN,NOTVIR
12/23/2011,OUT,AMBBIS
12/23/2011,IN,AMBBIS
12/23/2011,,
12/23/2011,,
12/23/2011,,
12/23/2011,,
12/24/2011,,
12/24/2011,,
12/24/2011,,
12/24/2011,,
12/24/2011,,
12/24/2011,,
12/25/2011,,
12/25/2011,,
12/25/2011,,
12/25/2011,,
12/25/2011,,
12/25/2011,,
12/26/2011,IN,ACRGRY
12/26/2011,IN,NOTVIR
12/26/2011,IN,NOTVIR
12/26/2011,OUT,AMBBIS
12/26/2011,IN,AMBBIS
12/26/2011,IN,PSEORN
12/26/2011,OUT,NOTVIR
12/26/2011,IN,AMBBIS
12/26/2011,OUT,AMBBIS
12/26/2011,,
12/26/2011,OUT,THASAU
12/26/2011,OUT,NOTVIR
12/26/2011,IN,NOTVIR
12/26/2011,IN,PSEORN
12/27/2011,OUT,NOTVIR
12/27/2011,OUT,AMBBIS
12/27/2011,IN,AMBBIS
12/27/2011,IN,AMBBIS
12/27/2011,OUT,SCAHOL
12/27/2011,IN,PSEORN
12/27/2011,OUT,NOTVIR
12/27/2011,IN,EURQUA
12/27/2011,IN,NOTVIR
12/27/2011,IN,AMBBIS
12/27/2011,IN,PSEORN
12/27/2011,IN,AMBBIS
12/28/2011,IN,PSEORN
12/28/2011,,
12/28/2011,,
12/28/2011,,
12/29/2011,,
12/29/2011,,
12/29/2011,,
12/29/2011,IN,NOTVIR
12/30/2011,,
12/30/2011,IN,NOTVIR
12/30/2011,OUT,NOTVIR
12/30/2011,IN,NOTVIR
12/30/2011,OUT,PSEORN
12/30/2011,OUT,NOTVIR
12/30/2011,,
12/30/2011,IN,NOTVIR
12/31/2011,,
12/31/2011,OUT,AMBBIS
12/31/2011,,
12/31/2011,IN,EURQUA
1/1/2012,IN,EURQUA
1/1/2012,IN,NOTVIR
1/1/2012,IN,NOTVIR
1/1/2012,OUT,NOTVIR
1/1/2012,IN,ANOCAR
1/1/2012,OUT,SCILAT
1/2/2012,,
1/2/2012,,
1/2/2012,,
1/2/2012,,
1/3/2012,,
1/3/2012,,
1/3/2012,,
1/3/2012,,
1/4/2012,,
1/4/2012,,
1/4/2012,,
1/4/2012,,
1/5/2012,,
1/5/2012,,
1/5/2012,OUT,ASPSEX
1/5/2012,,
1/6/2012,,
1/6/2012,,
1/6/2012,,
1/6/2012,,
1/7/2012,,
1/7/2012,,
1/7/2012,,
1/7/2012,OUT,SCILAT
1/8/2012,,
1/8/2012,,
1/8/2012,IN,NOTVIR
1/8/2012,,
1/9/2012,OUT,NOTVIR
1/9/2012,OUT,PSEORN
1/9/2012,,
1/9/2012,,
1/9/2012,,
1/10/2012,,
1/10/2012,,
1/10/2012,OUT,NOTVIR
1/10/2012,OUT,PSEORN
1/10/2012,IN,AMBBIS
1/10/2012,OUT,AMBBIS
1/10/2012,IN,AMBBIS
1/10/2012,IN,PSEORN
1/10/2012,IN,AMBBIS
1/10/2012,IN,AMBBIS
1/10/2012,IN,NOTVIR
1/10/2012,IN,NOTVIR
1/10/2012,IN,NOTVIR
1/10/2012,IN,NOTVIR
1/10/2012,OUT,AMBBIS
1/11/2012,IN,NOTVIR
1/11/2012,IN,PSEORN
1/11/2012,IN,ACRGRY
1/11/2012,IN,RANUTR
1/11/2012,OUT,RANUTR
1/11/2012,IN,AMBBIS
1/11/2012,IN,EURQUA
1/11/2012,OUT,PSEORN
1/11/2012,OUT,ACRGRY
1/11/2012,OUT,AMBBIS
1/11/2012,OUT,PSEORN
1/11/2012,,
1/11/2012,IN,NOTVIR
1/12/2012,,
1/12/2012,,
1/12/2012,,
1/12/2012,,
1/13/2012,,
1/13/2012,,
1/13/2012,,
1/13/2012,,
1/14/2012,,
1/14/2012,,
1/14/2012,,
1/14/2012,,
1/15/2012,,
1/15/2012,,
1/15/2012,,
1/15/2012,,
1/16/2012,,
1/16/2012,,
1/16/2012,,
1/16/2012,OUT,PSEORN
1/17/2012,,
1/17/2012,,
1/17/2012,,
1/17/2012,,
1/17/2012,,
1/17/2012,,
1/17/2012,,
1/17/2012,,
1/17/2012,,
1/17/2012,OUT,NOTVIR
1/18/2012,OUT,RANUTR
1/18/2012,IN,NOTVIR
1/18/2012,,
1/18/2012,IN,EURQUA
1/18/2012,IN,EURQUA
1/18/2012,,
1/18/2012,,
1/19/2012,,
1/19/2012,,
1/19/2012,,
1/19/2012,,
1/20/2012,OUT,AIMAES
1/20/2012,,
1/20/2012,,
1/20/2012,IN,NOTVIR
1/21/2012,OUT,SCAHOL
1/21/2012,IN,AMBBIS
1/21/2012,,
1/21/2012,IN,KINSUB
1/21/2012,,
1/22/2012,,
1/22/2012,,
1/22/2012,,
1/22/2012,,
1/22/2012,,
1/22/2012,,
1/23/2012,,
1/23/2012,IN,NOTVIR
1/23/2012,IN,NOTVIR
1/23/2012,IN,ELAGUT
1/23/2012,IN,NOTVIR
1/23/2012,IN,PSEORN
1/23/2012,IN,AMBBIS
1/23/2012,OUT,BUFTER
1/23/2012,OUT,GASCAR
1/24/2012,OUT,NOTVIR
1/24/2012,OUT,AMBBIS
1/24/2012,IN,AMBBIS
1/24/2012,OUT,PSEORN
1/24/2012,OUT,NOTVIR
1/24/2012,,
1/24/2012,,
1/24/2012,,
1/24/2012,IN,AMBBIS
1/24/2012,,
1/24/2012,,
1/25/2012,IN,GASCAR
1/25/2012,,
1/25/2012,,
1/25/2012,,
1/25/2012,IN,DIAPUN
1/25/2012,,
1/26/2012,,
1/26/2012,OUT,PSEORN
1/26/2012,OUT,RANUTR
1/26/2012,OUT,PSEORN
1/26/2012,IN,RANUTR
1/26/2012,OUT,NOTVIR
1/26/2012,IN,AMBBIS
1/26/2012,OUT,NOTVIR
1/26/2012,OUT,GASCAR
1/26/2012,,
1/26/2012,IN,NOTVIR
1/26/2012,,
1/27/2012,IN,NOTVIR
1/27/2012,IN,NOTVIR
1/27/2012,IN,AMBBIS
1/27/2012,IN,AMBBIS
1/27/2012,IN,AMBBIS
1/27/2012,IN,AMBBIS
1/27/2012,IN,ACRGRY
1/27/2012,OUT,EURQUA
1/27/2012,,
1/27/2012,,
1/27/2012,,
1/27/2012,,
1/27/2012,,
1/27/2012,,
1/28/2012,,
1/28/2012,,
1/28/2012,,
1/28/2012,IN,ANOCAR
1/29/2012,,
1/29/2012,,
1/29/2012,,
1/29/2012,,
1/30/2012,,
1/30/2012,,
1/30/2012,,
1/30/2012,,
1/31/2012,,
1/31/2012,,
1/31/2012,IN,EURQUA
1/31/2012,,
2/1/2012,,
2/1/2012,,
2/1/2012,OUT,BUFTER
2/1/2012,IN,EURQUA
2/1/2012,IN,BUFTER
2/1/2012,IN,PSEORN
2/1/2012,OUT,GASCAR
2/1/2012,OUT,GASCAR
2/1/2012,IN,NOTVIR
2/1/2012,IN,PSEORN
2/1/2012,OUT,AMBBIS
2/1/2012,OUT,EURQUA
2/1/2012,IN,BUFTER
2/2/2012,OUT,GASCAR
2/2/2012,,
